index,MT_labels,clean_tweet,final_label,raw_tweet
3058,"[0, 0, 0]",long day tired amped on caffeine afraid going text next person,0,Long day. Tired and amped on caffeine. Afraid of what I'm going to text to the next person.
3059,"[0, 0, 0]",done time wasted,0,I done having my time wasted
3060,"[1, 1, 1]",hit weed peeh,1,Hit the weed Peeh
3061,"[1, 0, 0]",friends fucking dope,0,My friends are fucking dope
3062,"[0, 1, 1]",ex used bump into walls inhale computer cleaners lmao gonna stay single clearly don make good bf choices,1,My ex used to bump into walls and inhale computer cleaners lmao I'm gonna stay single clearly I don't make good bf choices
3063,"[1, 0, 1]",evergreenprodco theloudbank weed boxes yes,1,@EvergreenProdCo @TheLoudBank some weed boxes?  YES!
3064,"[1, 1, 0]",sells weed wtf,1,who sells weed wtf
3065,"[1, 1, 1]",when get home rolling blunt making long island iced tea taking pants off,1,"when I get home I'm rolling this blunt, making a Long Island iced tea "" taking my pants off"
3066,"[1, 1, 1]",broke down cigar NUMBER minutes ago still haven rolled blunt yet,1,"I broke down my cigar 15 minutes ago "" still haven't rolled my blunt yet"
3067,"[0, 0, 0]",apple sauce bomb wtf,0,apple sauce is sooooooo bomb wtf
3068,"[0, 0, 0]",new roommate grinds teeth while sleeping think quick smack bat will trick just fine look forward updates,0,New roommate grinds his teeth while sleeping. I think a quick smack with a bat will do the trick just fine. Look forward to updates
3069,"[1, 1, 1]",don want bottle just pass blunt,1,I don't want a bottle just pass me the blunt
3070,"[0, 1, 1]",johnnydeluccio colorado state quote buy marijuana go home,1,"@JohnnyDeLuccio Colorado's State Quote: ""Buy your Marijuana and go home"""
3071,"[0, 1, 1]",go crazy got all weed,1,About to go crazy and she got all the weed
3072,"[1, 0, 0]",wait kush same thing weed,0,"""wait is kush the same thing as weed?"""
3073,"[1, 1, 1]",needing blunt don smokee,1,I be needing a blunt but I don't smokee
3074,"[0, 1, 1]",nrod3 super dope lol,1,@nrod3 super dope... lol
3075,"[0, 0, 0]",cheers dope week URL,0,cheers to a dope week. https://t.co/Nky4g7ntgn
3076,"[1, 1, 1]",blunt here come,1,And a blunt here I come
3077,"[1, 1, 1]",need weed enjoy beauty,1,Need some weed to enjoy this beauty
3078,"[0, 0, 0]",hate in awkward stage fucking someone heavy not knowing can tweak on not yet,0,Hate being in the awkward stage of fucking with someone heavy but not knowing if you can tweak on them or not yet
3079,"[1, 1, 1]",used NUMBER smoke lot weed never thought wouldn now don smoke like ever tbh life still in fact maybe more,1,"i used 2 smoke a lot of weed "" i never thought i wouldn't but now i don't smoke like ever "" tbh my life is still A+!! in fact maybe more so!"
3080,"[1, 1, 1]",wine weed tonight,1,wine and weed tonight
3081,"[1, 1, 0]",haven smoked in while yesterday rolled perfect blunt girl,1,Haven't smoked in a while. But yesterday rolled the perfect blunt with my girl.
3082,"[1, 1, 1]",crack another bottle get weed rolled up,1,"Crack Another Bottle, Get The Weed Rolled Up"
3083,"[1, 0, 1]",really said maybe why heroin,1,SHE REALLY SAID MAYBE THATS WHY SHE DOES HEROIN
3084,"[1, 0, 1]",doesn smoke weed once in while,1,Who doesn't smoke weed once in a while !?
3085,"[0, 0, 0]",mom bought dope mirror bathroom,0,My mom bought a dope mirror for my bathroom
3086,"[0, 0, 0]",dope rko royalrumble,0,That was a dope RKO #RoyalRumble
3087,"[1, 1, 1]",in mood smoke lot weed drink even more water,1,in the mood to smoke a lot of weed and drink even more water
3088,"[1, 1, 1]",weed drink caffiene,1,"Weed , Drink and Caffiene"
3089,"[1, 1, 1]",lmao now just wanna smoke blunt,1,Lmao now I just wanna smoke a blunt
3090,"[0, 0, 0]",asphalt dope stuff,0,@asphaaalt dope stuff!
3091,"[0, 0, 0]",how already hooked on star,0,How am I already hooked on Star?
3092,"[1, 0, 0]",after done thisnigloo gonna hotbox lol,0,After I'm done with thisnigloo I'm gonna hotbox it lol
3093,"[1, 1, 1]",joint blunt,1,Joint or blunt??
3094,"[0, 0, 1]",life dope,0,My life is so dope.
3095,"[0, 0, 0]",want take real dope pics,0,I want to take some real dope pics
3096,"[1, 1, 1]",need guy roll blunt smoke,1,"I need a guy to roll the blunt, to smoke with me"
3097,"[1, 1, 1]",fucking dope man,1,I'm fucking with the dope man
3098,"[0, 0, 0]",want black bed sheets like yas,0,I want black bed sheets ... like yassss
3099,"[0, 0, 0]",just dope vid URL,0,this is just a dope vid https://t.co/WjibwWSOtJ
3100,"[0, 0, 0]",went on pretty dope dates perks living in big city,0,"They went on some pretty dope dates, perks of living in a big city."
3101,"[0, 0, 0]",uscapitol obama flying away c black woman watch in sadness walk away immediately black woman took spot celebrate event,0,@uscapitol Obama flying away I C Black woman watch in sadness then walk away. Immediately a black woman took spot to celebrate the event
3102,"[0, 0, 0]",new fast n furious looks dope af,0,The new fast n furious looks dope af
3103,"[1, 1, 1]",kaythehippy come smoke blunt lol,1,@KayTheHippy come smoke that blunt lol
3104,"[1, 1, 1]",just wanna smoke weed in submarine ll going low still high,1,I just wanna smoke some weed in a submarine so i'll be going low but still be high
3105,"[0, 1, 0]",rainy foggy on black horse pike little traffic,0,Rainy and foggy on the black horse pike  a little traffic
3106,"[1, 0, 1]",need weed water,1,"i need weed "" water"
3107,"[1, 1, 1]",pass lean hit blunt,1,Pass the lean and hit the blunt
3108,"[1, 1, 1]",meaning can go back sleep watch movies roll up blunt,1,"meaning, i can't go back to sleep. so i watch movies "" roll me up a blunt."
3109,"[1, 0, 0]",need get weed whacker apartment,0,"""you need to get a weed whacker for your apartment"""
3110,"[1, 1, 0]",fucking smacked,1,Fucking smacked
3111,"[1, 0, 0]",bills weed,0,"Bills "" Weed"
3112,"[0, 0, 0]",exit legit pretty dope last night tho,0,Exit was legit pretty dope last night tho.
3113,"[1, 1, 0]",why not outside smoking blunt,1,why am I not outside smoking a blunt
3114,"[0, 0, 0]",all over salvia palth,0,i was all over her // salvia palth
3115,"[0, 0, 0]",games today dope,0,The games today are dope
3116,"[0, 1, 0]",danielpatho dope see soon,0,@danielpatho dope see you soon
3117,"[0, 1, 1]",time get smacked,1,time to get smacked
3118,"[1, 1, 1]",eggblender swff in austin just smoke weed tumble,1,@eggblender @SWFF In Austin we just smoke weed and tumble.
3119,"[1, 1, 1]",good weed cheap school cool scheibelk,1,"""Good weed "" cheap school that's what's cool"" - @ScheibelK"
3120,"[0, 1, 1]",smoked weed d obese lol,1,"if i smoked weed, i'd be obese lol"
3121,"[1, 1, 1]",waking up hitting blunt,1,"waking up and hitting the blunt """
3122,"[1, 1, 1]",waking up blunt one best feelings in world love bruh,1,"waking up to a blunt is one of these best feelings in the world, that's love bruh"
3123,"[0, 1, 0]",haydenwildfong class in planetarium dope,0,"@haydenwildfong I have a class that is in the planetarium, it's dope."
3124,"[1, 1, 1]",really just need smoke fuckin weed,1,I really just need to smoke some Fuckin weed.
3125,"[0, 0, 0]",barry movie pretty dope honestly,0,This Barry Movie Is pretty dope honestly
3126,"[0, 1, 0]",boofington dope factory,0,Boofington dope factory
3127,"[1, 1, 1]",ima really need blunt,1,ima really need this blunt
3128,"[1, 1, 1]",lilperu 07 already just don drop blunt,1,"@LilPeru_07 already, just don't drop the blunt"
3129,"[1, 1, 1]",wutanged blunt hahah,1,Wutanged a blunt hahah
3130,"[1, 1, 1]",never hard get weed,1,It's never been this hard to get weed
3131,"[1, 1, 1]",time blunt,1,Time for a blunt
3132,"[1, 1, 0]",bag weed wizkhalifa,1,A Bag Of Weed. @wizkhalifa
3133,"[1, 0, 0]",dope pics coming soon,0,Dope pics coming soon
3134,"[0, 0, 0]",yournexthokage d dope why sheep,0,"@yournexthokage that'd be dope, why a sheep"
3135,"[1, 1, 1]",finna smoke blunt in snow,1,Finna smoke this blunt in the snow
3136,"[0, 1, 1]",like hard ass drugs like heroine cocaine took lsd back in NUMBER got stuck in trip,1,like hard ass drugs like heroine or cocaine. it took LSD back in the 70's and got stuck in a trip.
3137,"[1, 1, 1]",never getting dry get high smoke away days never sleep light on,1,"Never getting dry, so I get high. Smoke away the days, never sleep with the light on"
3138,"[1, 1, 0]",smoked blunt in three days haven any urge smoke,1,i have smoked a blunt in three days and i haven't had any urge to smoke
3139,"[1, 0, 1]",ye go home in hour once oxy tylenol mix wears off,1,"Yeee, i go home in a hour, once this oxy/Tylenol mix wears off...."
3140,"[1, 1, 1]",blunt sky,1,This blunt and this sky
3141,"[1, 1, 0]",300 worth weed URL,1,That's $300 worth of weed https://t.co/LpuBQq6Lfh
3142,"[0, 0, 0]",rogue one dope hell,0,Rogue one was dope as hell
3143,"[0, 1, 1]",ve also taken painkillers rarely work come nowhere close weed,1,I've also taken painkillers that rarely work and come nowhere close to weed
3144,"[0, 0, 1]",used weed,0,"""He used to do weed"""
3145,"[1, 1, 1]",ate bag weed,1,Ate a bag of weed
3146,"[0, 1, 1]",got love ganja,1,i got love for the ganja
3147,"[1, 1, 1]",ugh just need blunt rn,1,Ugh I just need a blunt rn
3148,"[1, 1, 1]",gonna roll lean blunt face when get off enjoy rain,1,I'm gonna roll a lean blunt and face when I get off and enjoy the rain.
3149,"[1, 1, 1]",smokin dope lunch,1,Smokin dope for lunch
3150,"[1, 1, 1]",need bag dope forthe99andthe2000,1,I need a bag of dope #ForThe99andThe2000
3151,"[1, 0, 1]",weed got stuck,1,This weed got me stuck
3152,"[1, 1, 1]",lsd vs shrooms,1,LSD vs Shrooms
3153,"[1, 1, 1]",want weed ugh,1,I want weed ugh
3154,"[1, 1, 1]",buckwheatlucy weed course lol,1,@Buckwheatlucy weed of course. Lol
3155,"[1, 1, 1]",bout roll up blunt list regrets burn burn all starting fresh,1,"bout to roll me up a blunt with my list of regrets, burn it burn it all I'm starting it fresh"
3156,"[0, 0, 0]",pretty dope friends,0,I have some pretty dope friends
3157,"[0, 0, 1]",made pretty dope best killermike mix yesterday,0,"I made a pretty dope ""Best Of"" @KillerMike mix yesterday"
3158,"[1, 1, 1]",smoking blunt off shleep,1,Smoking this blunt then off to shhhleep
3159,"[0, 0, 1]",dorirave thought u burnt on blunt,0,@dorirave thought u burnt it on the blunt
3160,"[0, 0, 0]",pretty dope night,0,Pretty dope night
3161,"[1, 1, 0]",cooking up dope,1,Cooking up dope
3162,"[0, 0, 0]",yesterday pretty dope met cool ass guys,0,Yesterday was pretty dope met some cool ass guys
3163,"[0, 0, 0]",pretty dope weekend,0,Pretty dope weekend
3164,"[1, 0, 1]",haven smoked dope in NUMBER months best believe cop oz,1,I haven't smoked dope in 3 months. Best believe I'm about to cop me an OZ.
3165,"[1, 1, 1]",dry up finna smoke uh blunt,1,Dry up finna smoke uh blunt
3166,"[0, 0, 0]",fog dope,0,This fog is dope.
3167,"[1, 1, 1]",blunt clutch,1,This blunt so clutch
3168,"[1, 1, 1]",smoking blunt u kike,1,im smoking this blunt for u kike
3169,"[0, 0, 0]",smacked face on mirror busted lip braces couple days ago cut still hurts bad,0,Smacked my face on the mirror and busted my lip from my braces a couple days ago and this cut STILL hurts so bad
3170,"[1, 1, 1]",ezmelito bag weed,1,@ezmelito and this bag of this weed...
3171,"[1, 1, 0]",stop smoking weed meth addict,1,"""stop smoking weed you meth addict"""
3172,"[1, 1, 0]",trump gonna take away pot,1,Is trump gonna take away my pot
3173,"[0, 0, 0]",sometimes u just happen meet dope people,0,Sometimes u just happen to meet dope people
3174,"[1, 1, 1]",swuice smoke weed instead,1,@Swuice smoke weed instead
3175,"[1, 1, 1]",alright fuck smoking blunt,1,alright fuck it im smoking a blunt
3176,"[1, 1, 1]",wake up roll up blunt,1,I wake up roll up my blunt
3177,"[0, 0, 0]",ensuing kiss melts snow winshield hops off dresses continue on day not wasted,0,The ensuing kiss melts the snow from the winshield. She hops off of me. And dresses.We continue on the day not to be wasted.
3178,"[1, 1, 1]",danny pease need weed,1,@danny_pease I need weed for that
3179,"[0, 0, 0]",tobymac10 dope imo URL,0,@TobyMac10 these are dope imo https://t.co/HiLE3t6kpo
3180,"[1, 1, 1]",oh yea could go blunt,1,oh yea i could go for a blunt
3181,"[0, 0, 0]",rogue one dope fuck,0,Rogue One was dope as fuck
3182,"[0, 0, 0]",tweeklo dope looks plane tickets,0,@Tweeklo dope. *Looks for plane tickets*
3183,"[1, 1, 1]",kind dope want bitch,1,What kind of dope you want bitch ?
3184,"[0, 0, 0]",why actually dope URL,0,Why is this actually dope https://t.co/Wzc0NRwPpW
3185,"[1, 1, 1]",just smoking dope,1,JUST BE SMOKING THE DOPE
3186,"[0, 0, 1]",met pretty dope girl in minneapolis weekend wasn URL,0,Met a pretty dope girl in Minneapolis this weekend and it wasn't  https://t.co/R0j8CqYXJd
3187,"[0, 0, 1]",billygoats pretty dope there only one bradygoat,0,Billygoats are pretty dope but there's only one bradygoat
3188,"[1, 1, 1]",faced blunt smoked two o last night shit crazy,1,Faced a blunt and smoked two with O last night. Shit was crazy
3189,"[1, 1, 1]",miss marijuana,1,I miss my marijuana
3190,"[0, 1, 0]",frandrescher fran finay dope dresser,0,@frandrescher Fran Finay was a dope dresser
3191,"[1, 1, 1]",happy see weed slowly becoming legalized,1,Happy to see that weed is slowly becoming legalized. :)
3192,"[1, 1, 1]",ima get snowed in blunt,1,Ima get snowed in with this blunt
3193,"[0, 0, 0]",boracho beans bomb,0,Boracho beans are bomb
3194,"[1, 1, 1]",marijuana sticks sonic,1,"marijuana sticks from sonic """""""""""
3195,"[1, 1, 1]",took weed,1,Then took our weed.
3196,"[0, 0, 0]",dope oul,0,dope $oul
3197,"[1, 0, 1]",acid in freezer forgot,1,I have acid in my freezer I forgot about
3198,"[0, 1, 0]",too drunk darts dope playlists,0,"""---- too drunk for darts and dope playlists"
3199,"[0, 0, 0]",wanna watch dope,0,I wanna watch Dope
3200,"[1, 1, 1]",haven smoked all day can wait hit blunt,1,"Haven't smoked all day, can't wait to hit the blunt"
3201,"[0, 1, 1]",hold dope take charge,1,ill hold your dope and ill take your charge
3202,"[0, 0, 0]",darylenvi dope shirts URL,0,.@Darylenvi dope shirts!!! https://t.co/J6a8Kk9Y3S
3203,"[1, 0, 0]",party oc lit up omgoodness,0,Party was oc lit up omgoodness
3204,"[1, 1, 1]",running out weed,1,"Running out of weed """
3205,"[0, 0, 0]",joshxmelo dope ass car,0,@JoshxMelo was a dope ass car
3206,"[1, 0, 0]",roommate dope lmao,0,My roommate so dope lmao
3207,"[0, 1, 0]",dariustehrani weed fucking sick virgin,0,"@dariustehrani weed is fucking sick, what a virgin"
3208,"[1, 1, 1]",need acid tabs,1,Need some acid tabs
3209,"[1, 1, 1]",taylorbamrick come smoke bowl,1,@taylorbamrick come smoke this bowl
3210,"[1, 1, 1]",want bacon blunt,1,Want some bacon and a blunt
3211,"[1, 1, 1]",bouta put phone dnd smoke blunt two zone out till fall asleep,1,"bouta put my phone dnd, smoke me a blunt or two and zone out till i fall asleep.."
3212,"[0, 1, 1]",like dope not fun any swear,1,like it it's about dope it's not about fun any I swear.
3213,"[0, 0, 1]",today pretty dope,0,Today was pretty dope
3214,"[0, 1, 0]",sosa n mimosas gonna dope man,0,@Sosa_N_Mimosas it's gonna be dope man
3215,"[0, 0, 1]",smoking weed lame tbh,0,Smoking weed is lame tbh
3216,"[0, 0, 0]",bump deep in tissue on leg getting looked today honestly more freaked out should,0,I have a bump deep in the tissue on my leg and I'm getting it looked at today and honestly I'm more freaked out then I should be
3217,"[0, 0, 0]",ever just in awe dope shit,0,you ever just in awe of some dope shit
3218,"[0, 0, 0]",really want black cat,0,I really want a black cat.
3219,"[1, 1, 1]",xo ayisha stay home smoke bowl,1,@xo_ayisha stay home and smoke a bowl.
3220,"[1, 1, 1]",taking acid today,1,Taking acid today
3221,"[0, 0, 0]",dope tho idc,0,Hes dope tho so idc
3222,"[0, 0, 0]",moon look dope rn,0,The moon look a so dope rn
3223,"[0, 1, 0]",watch blow up,0,Watch me blow up
3224,"[1, 1, 1]",sell weed,1,Sell me weed
3225,"[1, 1, 1]",rollin up dope,1,Rollin up dope
3226,"[1, 1, 1]",heroin snorting doe URL,1,Heroin I'm snorting it doe https://t.co/xuMjbwv30a
3227,"[1, 1, 0]",need big blunt,1,Need a big blunt
3228,"[0, 0, 0]",khalistacks pretty dope lmao,0,"KhaliStacks is pretty dope, lmao"
3229,"[1, 1, 0]",kids on dope,1,That kids on dope
3230,"[1, 1, 1]",gonna try get off work early roll blunt,1,I'm gonna try to get off of work early and roll blunt
3231,"[1, 1, 0]",definitely rather home smoking blunt,1,Definitely rather be home smoking a blunt
3232,"[1, 1, 1]",getting weed finally yayy,1,Getting weed finallyyyy Yayy
3233,"[1, 1, 0]",ll smoke out,1,I'll smoke out?
3234,"[0, 0, 0]",realdonaldtrump really need ritalin,0,@realDonaldTrump You really need Ritalin.
3235,"[0, 0, 0]",boof blunt,0,{boof blunt}
3236,"[0, 0, 0]",today going dope guess URL,0,Today is going to be dope!! Guess who I am?? https://t.co/cHXrqleUju
3237,"[0, 1, 1]",haze best weed,1,HAZE IS THE BEST WEED.
3238,"[0, 0, 1]",georgetakei smoking dope,0,@GeorgeTakei You smoking dope?
3239,"[1, 1, 1]",bentley two times crashed mixin weed hash,1,the bentley two times i crashed im mixin the weed with the hash
